universityId,universityName,nirfRank,city,state,courseId,courseName,category,fees,admissionCriteria,duration,tags,universityLink,courseLink
hyderabad-univ,"University of Hyderabad",19,"Hyderabad","India",uoh-cs,"M.Tech Computer Science","Engineering","Rs. 1,00,000","GATE","2 Years","AI,Information Security","https://uohyd.ac.in/","https://uohyd.ac.in/so-co-is/"
hyderabad-univ,"University of Hyderabad",19,"Hyderabad","India",uoh-physics,"Integrated M.Sc Physics","Arts & Science","Rs. 50,000","CUET","5 Years","Quantum Physics,Particle Physics","https://uohyd.ac.in/","https://uohyd.ac.in/physics/"
hyderabad-univ,"University of Hyderabad",19,"Hyderabad","India",uoh-mba,"MBA","Business","Rs. 2,50,000","CAT","2 Years","Health Care,Hospital Management","https://uohyd.ac.in/","https://uohyd.ac.in/management-studies/"
hyderabad-univ,"University of Hyderabad",19,"Hyderabad","India",uoh-optometry,"Integrated M.Optom Optometry","Medicine","Rs. 60,000","CUET","5 Years","Clinical Optometry,Vision Science","https://uohyd.ac.in/","https://uohyd.ac.in/medical-sciences/"
hyderabad-univ,"University of Hyderabad",19,"Hyderabad","India",uoh-dance,"MA Dance (Kuchipudi/Bharatanatyam)","Arts & Science","Rs. 30,000","CUET","2 Years","Classical Dance,Choreography","https://uohyd.ac.in/","https://uohyd.ac.in/sarojini-naidu-school/"
toronto-ca,"University of Toronto",-1,"Toronto","Canada",toronto-cs,"Computer Science","Engineering","Rs. 38,00,000","High School Grades","4 Years","AI,Machine Learning,Software Engineering","https://www.utoronto.ca/","https://web.cs.toronto.edu/"
toronto-ca,"University of Toronto",-1,"Toronto","Canada",toronto-commerce,"Rotman Commerce","Business","Rs. 42,00,000","High School Grades","4 Years","Finance,Accounting,Management","https://www.utoronto.ca/","https://rotmancommerce.utoronto.ca/"
toronto-ca,"University of Toronto",-1,"Toronto","Canada",toronto-lifesci,"Life Sciences","Arts & Science","Rs. 36,00,000","High School Grades","4 Years","Biology,Chemistry,Psychology","https://www.utoronto.ca/","https://www.artsci.utoronto.ca/future/academics/life-sciences"
toronto-ca,"University of Toronto",-1,"Toronto","Canada",toronto-engineering,"TrackOne Engineering","Engineering","Rs. 40,00,000","High School Grades","4 Years","General Engineering,Undeclared","https://www.utoronto.ca/","https://discover.engineering.utoronto.ca/programs/trackone/"
toronto-ca,"University of Toronto",-1,"Toronto","Canada",toronto-medicine,"MD Program","Medicine","Rs. 56,00,000","MCAT, University Grades","4 Years","Family Medicine,Surgery,Psychiatry","https://www.utoronto.ca/","https://temertymedicine.utoronto.ca/md-program"
eth-zurich-ch,"ETH Zurich",-1,"Zurich","Switzerland",eth-cs,"MSc Computer Science","Engineering","Rs. 2,00,000","Bachelor's Degree","2 Years","Visual Computing,Secure & Reliable Systems","https://ethz.ch/en.html","https://inf.ethz.ch/studies/master/computer-science.html"
eth-zurich-ch,"ETH Zurich",-1,"Zurich","Switzerland",eth-robotics,"MSc Robotics, Systems and Control","Engineering","Rs. 2,00,000","Bachelor's Degree","2 Years","Robotics,Systems Theory,Control","https://ethz.ch/en.html","https://rsc.ethz.ch/master.html"
eth-zurich-ch,"ETH Zurich",-1,"Zurich","Switzerland",eth-architecture,"MSc Architecture","Arts & Science","Rs. 2,00,000","Bachelor's Degree, Portfolio","2 Years","Architectural Design,Urbanism","https://ethz.ch/en.html","https://arch.ethz.ch/en/studies/master.html"
eth-zurich-ch,"ETH Zurich",-1,"Zurich","Switzerland",eth-management,"MSc Management, Technology, and Economics","Business","Rs. 2,00,000","Bachelor's Degree","2 Years","Strategy,Innovation,Economics","https://ethz.ch/en.html","https://mtec.ethz.ch/studies/msc-mtec.html"
eth-zurich-ch,"ETH Zurich",-1,"Zurich","Switzerland",eth-health,"MSc Health Sciences and Technology","Medicine","Rs. 2,00,000","Bachelor's Degree","2 Years","Medical Technology,Neurosciences","https://ethz.ch/en.html","https://hest.ethz.ch/en/studies/master-hst.html"
nus-sg,"National University of Singapore",-1,"Singapore","Singapore",nus-cs,"Computer Science","Engineering","Rs. 24,00,000","High School Grades, Test Scores","4 Years","AI,Cybersecurity,Game Development","https://www.nus.edu.sg/","https://www.comp.nus.edu.sg/programmes/ug/cs/"
nus-sg,"National University of Singapore",-1,"Singapore","Singapore",nus-bba,"Business Administration","Business","Rs. 28,00,000","High School Grades, Test Scores","4 Years","Finance,Marketing,Management","https://www.nus.edu.sg/","https://bba.nus.edu.sg/"
nus-sg,"National University of Singapore",-1,"Singapore","Singapore",nus-medicine,"MBBS","Medicine","Rs. 90,00,000","High School Grades, Test Scores, Interview","5 Years","Clinical Training,Medical Ethics","https://www.nus.edu.sg/","https://medicine.nus.edu.sg/mbbs-bds/"
nus-sg,"National University of Singapore",-1,"Singapore","Singapore",nus-dentistry,"Dental Surgery","Medicine","Rs. 95,00,000","High School Grades, Test Scores, Interview","4 Years","Oral Health,Clinical Dentistry","https://www.nus.edu.sg/","https://nus.edu.sg/oam/programmes/undergraduate/by-faculty/dentistry"
nus-sg,"National University of Singapore",-1,"Singapore","Singapore",nus-fass,"Humanities and Sciences","Arts & Science","Rs. 22,00,000","High School Grades, Test Scores","4 Years","Interdisciplinary,Economics,Psychology","https://www.nus.edu.sg/","https://chs.nus.edu.sg/"
